"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"PRT","CCI","AMPLITUD","LTRENDIDX","M","2021-01",98.06094,
"PRT","CCI","AMPLITUD","LTRENDIDX","M","2021-02",98.35204,
"PRT","CCI","AMPLITUD","LTRENDIDX","M","2021-03",98.90424,
"PRT","CCI","AMPLITUD","LTRENDIDX","M","2021-04",99.49133,
"PRT","CCI","AMPLITUD","LTRENDIDX","M","2021-05",99.95875,
"PRT","CCI","AMPLITUD","LTRENDIDX","M","2021-06",100.1675,
"PRT","CCI","AMPLITUD","LTRENDIDX","M","2021-07",100.2346,
"PRT","CCI","AMPLITUD","LTRENDIDX","M","2021-08",100.4228,
"PRT","CCI","AMPLITUD","LTRENDIDX","M","2021-09",100.4836,
"PRT","CCI","AMPLITUD","LTRENDIDX","M","2021-10",100.216,
"PRT","CCI","AMPLITUD","LTRENDIDX","M","2021-11",99.68155,
"PRT","CCI","AMPLITUD","LTRENDIDX","M","2021-12",99.37298,
"PRT","CCI","AMPLITUD","LTRENDIDX","M","2022-01",99.15617,
"PRT","CCI","AMPLITUD","LTRENDIDX","M","2022-02",98.57854,
"PRT","CCI","AMPLITUD","LTRENDIDX","M","2022-03",97.40059,
"PRT","CCI","AMPLITUD","LTRENDIDX","M","2022-04",96.76342,
"PRT","CCI","AMPLITUD","LTRENDIDX","M","2022-05",96.61061,
"PRT","CCI","AMPLITUD","LTRENDIDX","M","2022-06",96.58095,
"PRT","CCI","AMPLITUD","LTRENDIDX","M","2022-07",96.57431,
"PRT","CCI","AMPLITUD","LTRENDIDX","M","2022-08",96.36827,
"PRT","CCI","AMPLITUD","LTRENDIDX","M","2022-09",95.9591,
"PRT","CCI","AMPLITUD","LTRENDIDX","M","2022-10",95.63013,
"PRT","CCI","AMPLITUD","LTRENDIDX","M","2022-11",95.53495,
"PRT","CCI","AMPLITUD","LTRENDIDX","M","2022-12",95.67242,
"PRT","CCI","AMPLITUD","LTRENDIDX","M","2023-01",95.96217,
"PRT","CCI","AMPLITUD","LTRENDIDX","M","2023-02",96.32346,
"PRT","CCI","AMPLITUD","LTRENDIDX","M","2023-03",96.68038,
"PRT","CCI","AMPLITUD","LTRENDIDX","M","2023-04",97.11195,
"PRT","CCI","AMPLITUD","LTRENDIDX","M","2023-05",97.61311,
"PRT","CCI","AMPLITUD","LTRENDIDX","M","2023-06",98.09584,
"PRT","CCI","AMPLITUD","LTRENDIDX","M","2023-07",98.35997,
"PRT","CCI","AMPLITUD","LTRENDIDX","M","2023-08",98.25943,
"PRT","CCI","AMPLITUD","LTRENDIDX","M","2023-09",97.87075,
"PRT","CCI","AMPLITUD","LTRENDIDX","M","2023-10",97.43628,
"PRT","CCI","AMPLITUD","LTRENDIDX","M","2023-11",96.96622,
"DNK","CCI","AMPLITUD","LTRENDIDX","M","2020-01",100.7898,
"DNK","CCI","AMPLITUD","LTRENDIDX","M","2020-02",100.486,
"DNK","CCI","AMPLITUD","LTRENDIDX","M","2020-03",99.88667,
"DNK","CCI","AMPLITUD","LTRENDIDX","M","2020-04",99.41592,
"DNK","CCI","AMPLITUD","LTRENDIDX","M","2020-05",99.61541,
"DNK","CCI","AMPLITUD","LTRENDIDX","M","2020-06",100.0615,
"DNK","CCI","AMPLITUD","LTRENDIDX","M","2020-07",100.2636,
"DNK","CCI","AMPLITUD","LTRENDIDX","M","2020-08",100.2329,
"DNK","CCI","AMPLITUD","LTRENDIDX","M","2020-09",100.2179,
"DNK","CCI","AMPLITUD","LTRENDIDX","M","2020-10",100.2384,
"DNK","CCI","AMPLITUD","LTRENDIDX","M","2020-11",100.2868,
"DNK","CCI","AMPLITUD","LTRENDIDX","M","2020-12",100.4939,
"DNK","CCI","AMPLITUD","LTRENDIDX","M","2021-01",100.6458,
"DNK","CCI","AMPLITUD","LTRENDIDX","M","2021-02",100.784,
"DNK","CCI","AMPLITUD","LTRENDIDX","M","2021-03",100.9713,
"DNK","CCI","AMPLITUD","LTRENDIDX","M","2021-04",101.2154,
"DNK","CCI","AMPLITUD","LTRENDIDX","M","2021-05",101.3644,
"DNK","CCI","AMPLITUD","LTRENDIDX","M","2021-06",101.4426,
"DNK","CCI","AMPLITUD","LTRENDIDX","M","2021-07",101.5015,
"DNK","CCI","AMPLITUD","LTRENDIDX","M","2021-08",101.5833,
"DNK","CCI","AMPLITUD","LTRENDIDX","M","2021-09",101.5997,
"DNK","CCI","AMPLITUD","LTRENDIDX","M","2021-10",101.2498,
"DNK","CCI","AMPLITUD","LTRENDIDX","M","2021-11",100.7497,
"DNK","CCI","AMPLITUD","LTRENDIDX","M","2021-12",100.3954,
"DNK","CCI","AMPLITUD","LTRENDIDX","M","2022-01",100.0063,
"DNK","CCI","AMPLITUD","LTRENDIDX","M","2022-02",99.30041,
"DNK","CCI","AMPLITUD","LTRENDIDX","M","2022-03",98.13862,
"DNK","CCI","AMPLITUD","LTRENDIDX","M","2022-04",97.20963,
"DNK","CCI","AMPLITUD","LTRENDIDX","M","2022-05",96.68584,
"DNK","CCI","AMPLITUD","LTRENDIDX","M","2022-06",96.42743,
"DNK","CCI","AMPLITUD","LTRENDIDX","M","2022-07",96.34046,
"DNK","CCI","AMPLITUD","LTRENDIDX","M","2022-08",96.2625,
"DNK","CCI","AMPLITUD","LTRENDIDX","M","2022-09",95.94601,
"DNK","CCI","AMPLITUD","LTRENDIDX","M","2022-10",95.79915,
"DNK","CCI","AMPLITUD","LTRENDIDX","M","2022-11",96.12514,
"DNK","CCI","AMPLITUD","LTRENDIDX","M","2022-12",96.58582,
"DNK","CCI","AMPLITUD","LTRENDIDX","M","2023-01",97.03536,
"DNK","CCI","AMPLITUD","LTRENDIDX","M","2023-02",97.39101,
"DNK","CCI","AMPLITUD","LTRENDIDX","M","2023-03",97.74273,
"DNK","CCI","AMPLITUD","LTRENDIDX","M","2023-04",98.16325,
"DNK","CCI","AMPLITUD","LTRENDIDX","M","2023-05",98.56343,
"DNK","CCI","AMPLITUD","LTRENDIDX","M","2023-06",98.83097,
"DNK","CCI","AMPLITUD","LTRENDIDX","M","2023-07",98.88582,
"DNK","CCI","AMPLITUD","LTRENDIDX","M","2023-08",98.80619,
"DNK","CCI","AMPLITUD","LTRENDIDX","M","2023-09",98.69084,
"DNK","CCI","AMPLITUD","LTRENDIDX","M","2023-10",98.69728,
"DNK","CCI","AMPLITUD","LTRENDIDX","M","2023-11",98.80505,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2020-01",100.4355,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2020-02",99.94518,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2020-03",98.50011,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2020-04",96.47855,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2020-05",95.70197,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2020-06",95.94856,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2020-07",96.20759,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2020-08",96.23126,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2020-09",96.30387,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2020-10",96.43122,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2020-11",96.7177,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2020-12",97.26695,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2021-01",97.61449,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2021-02",98.08926,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2021-03",99.0447,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2021-04",99.84992,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2021-05",100.4635,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2021-06",100.8812,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2021-07",101.1407,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2021-08",101.2407,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2021-09",101.135,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2021-10",100.8007,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2021-11",100.1752,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2021-12",99.82811,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2022-01",99.5069,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2022-02",98.68084,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2022-03",97.08692,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2022-04",96.23047,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2022-05",95.80823,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2022-06",95.09873,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2022-07",94.45248,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2022-08",94.39954,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2022-09",94.60976,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2022-10",95.06972,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2022-11",95.7601,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2022-12",96.47681,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2023-01",97.01173,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2023-02",97.25093,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2023-03",97.34238,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2023-04",97.70959,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2023-05",98.22958,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2023-06",98.93349,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2023-07",99.37422,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2023-08",99.10279,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2023-09",98.49221,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2023-10",98.10963,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2023-11",97.89375,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2020-01",101.4418,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2020-02",100.5695,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2020-03",98.92296,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2020-04",97.32612,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2020-05",97.37218,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2020-06",98.08624,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2020-07",98.34628,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2020-08",98.35177,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2020-09",98.66766,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2020-10",98.85878,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2020-11",98.88207,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2020-12",99.21173,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2021-01",99.6772,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2021-02",100.0508,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2021-03",100.6578,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2021-04",101.4332,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2021-05",102.106,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2021-06",102.4353,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2021-07",102.1708,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2021-08",101.9565,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2021-09",101.6345,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2021-10",101.1867,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2021-11",100.6455,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2021-12",100.1938,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2022-01",99.59912,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2022-02",98.47521,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2022-03",96.71902,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2022-04",95.82415,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2022-05",95.51291,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2022-06",95.20052,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2022-07",94.78084,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2022-08",94.14793,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2022-09",93.71072,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2022-10",94.01363,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2022-11",94.90862,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2022-12",95.97973,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2023-01",96.94499,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2023-02",97.40772,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2023-03",97.56769,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2023-04",97.44207,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2023-05",97.6228,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2023-06",97.78899,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2023-07",97.63332,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2023-08",97.61309,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2023-09",97.39786,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2023-10",97.18652,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2023-11",97.0369,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2020-01",103.1908,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2020-02",102.4104,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2020-03",101.0484,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2020-04",99.74081,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2020-05",99.29433,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2020-06",99.42042,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2020-07",99.48301,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2020-08",99.41268,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2020-09",99.15135,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2020-10",98.95524,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2020-11",98.82123,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2020-12",98.90206,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2021-01",98.87375,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2021-02",98.84032,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2021-03",99.14307,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2021-04",99.77811,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2021-05",100.5727,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2021-06",100.7553,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2021-07",100.4198,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2021-08",99.95977,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2021-09",99.48624,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2021-10",99.20618,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2021-11",99.14295,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2021-12",99.10159,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2022-01",98.91001,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2022-02",98.50137,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2022-03",97.79086,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2022-04",97.30337,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2022-05",97.17297,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2022-06",97.0966,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2022-07",97.01201,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2022-08",97.00983,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2022-09",97.03495,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2022-10",97.0392,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2022-11",97.36693,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2022-12",97.8336,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2023-01",98.21942,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2023-02",98.35011,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2023-03",98.6008,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2023-04",98.94415,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2023-05",99.5619,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2023-06",100.0225,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2023-07",100.0458,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2023-08",99.52148,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2023-09",98.81446,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2023-10",98.35825,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2023-11",98.048,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2020-01",100.4159,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2020-02",99.58858,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2020-03",98.18216,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2020-04",96.72374,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2020-05",96.46125,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2020-06",97.19511,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2020-07",98.18369,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2020-08",98.89305,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2020-09",99.27773,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2020-10",99.30215,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2020-11",99.0835,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2020-12",98.70245,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2021-01",98.3064,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2021-02",97.96301,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2021-03",97.61113,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2021-04",97.76689,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2021-05",98.26006,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2021-06",98.78708,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2021-07",99.02795,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2021-08",98.89389,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2021-09",98.50085,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2021-10",98.23762,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2021-11",98.08729,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2021-12",98.0554,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2022-01",98.08942,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2022-02",98.20963,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2022-03",98.24419,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2022-04",98.33549,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2022-05",98.39445,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2022-06",98.63571,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2022-07",99.00761,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2022-08",99.52791,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2022-09",99.99433,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2022-10",100.1401,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2022-11",100.0579,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2022-12",99.98766,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2023-01",99.8554,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2023-02",99.78815,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2023-03",99.88369,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2023-04",100.0634,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2023-05",100.389,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2023-06",100.8497,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2023-07",101.2673,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2023-08",101.5119,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2023-09",101.4956,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2023-10",101.2585,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2023-11",101.0172,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2020-01",102.2667,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2020-02",101.9042,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2020-03",100.7331,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2020-04",98.86375,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2020-05",98.20968,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2020-06",98.46905,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2020-07",99.03249,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2020-08",99.52965,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2020-09",99.66862,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2020-10",99.52235,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2020-11",99.36729,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2020-12",99.18046,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2021-01",98.86163,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2021-02",98.77837,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2021-03",99.0551,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2021-04",99.72353,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2021-05",100.334,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2021-06",100.742,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2021-07",100.8786,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2021-08",100.7899,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2021-09",100.4781,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2021-10",100.102,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2021-11",99.75204,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2021-12",99.48991,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2022-01",99.38559,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2022-02",99.08532,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2022-03",98.56516,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2022-04",98.29694,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2022-05",98.20139,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2022-06",98.09548,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2022-07",97.9222,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2022-08",97.69985,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2022-09",97.44903,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2022-10",97.28068,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2022-11",97.28872,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2022-12",97.33785,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2023-01",97.52559,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2023-02",97.84216,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2023-03",98.29613,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2023-04",98.75457,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2023-05",99.16063,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2023-06",99.6124,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2023-07",99.93446,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2023-08",100.0768,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2023-09",100.1285,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2023-10",100.1308,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2023-11",100.1817,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2020-01",104.3303,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2020-02",103.5684,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2020-03",102.9586,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2020-04",102.184,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2020-05",101.6267,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2020-06",101.4029,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2020-07",101.7396,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2020-08",102.2389,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2020-09",102.9214,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2020-10",103.4864,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2020-11",103.8591,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2020-12",103.9863,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2021-01",104.1523,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2021-02",104.2829,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2021-03",103.989,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2021-04",103.6954,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2021-05",103.4956,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2021-06",103.2349,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2021-07",102.8006,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2021-08",102.6825,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2021-09",102.9072,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2021-10",103.0669,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2021-11",103.2038,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2021-12",103.3509,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2022-01",103.1852,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2022-02",101.9698,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2022-03",99.23067,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2022-04",95.67098,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2022-05",93.72148,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2022-06",93.15186,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2022-07",93.05031,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2022-08",93.02293,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2022-09",92.99543,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2022-10",92.97054,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2022-11",93.1155,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2022-12",93.66696,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2023-01",94.39613,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2023-02",94.89712,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2023-03",94.72755,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2023-04",93.95732,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2023-05",93.39813,
