"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2020-04",98.1868,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2020-05",99.04314,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2020-06",99.35377,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2020-07",99.44742,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2020-08",99.51073,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2020-09",99.66816,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2020-10",99.83192,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2020-11",99.97861,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2020-12",99.89861,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2021-01",99.65718,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2021-02",99.50076,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2021-03",99.5775,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2021-04",99.48601,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2021-05",99.32718,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2021-06",99.1012,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2021-07",98.77951,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2021-08",98.44402,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2021-09",98.17464,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2021-10",98.12441,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2021-11",98.35471,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2021-12",98.5383,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2022-01",98.51028,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2022-02",98.25823,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2022-03",97.77651,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2022-04",97.4052,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2022-05",97.70406,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2022-06",98.00069,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2022-07",98.00162,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2022-08",98.01664,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2022-09",97.91602,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2022-10",97.46278,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2022-11",97.02102,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2022-12",97.22778,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2023-01",98.39306,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2023-02",99.42483,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2023-03",99.35509,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2023-04",98.47859,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2023-05",97.81477,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2023-06",97.64019,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2023-07",97.80519,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2023-08",98.082,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2023-09",98.26023,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2023-10",98.21733,
"POL","BCI","AMPLITUD","LTRENDIDX","M","2020-01",100.5628,
"POL","BCI","AMPLITUD","LTRENDIDX","M","2020-02",99.69885,
"POL","BCI","AMPLITUD","LTRENDIDX","M","2020-03",97.86666,
"POL","BCI","AMPLITUD","LTRENDIDX","M","2020-04",95.50542,
"POL","BCI","AMPLITUD","LTRENDIDX","M","2020-05",94.97798,
"POL","BCI","AMPLITUD","LTRENDIDX","M","2020-06",95.99406,
"POL","BCI","AMPLITUD","LTRENDIDX","M","2020-07",97.37924,
"POL","BCI","AMPLITUD","LTRENDIDX","M","2020-08",98.3716,
"POL","BCI","AMPLITUD","LTRENDIDX","M","2020-09",98.81883,
"POL","BCI","AMPLITUD","LTRENDIDX","M","2020-10",98.86758,
"POL","BCI","AMPLITUD","LTRENDIDX","M","2020-11",98.71092,
"POL","BCI","AMPLITUD","LTRENDIDX","M","2020-12",98.88048,
"POL","BCI","AMPLITUD","LTRENDIDX","M","2021-01",99.21014,
"POL","BCI","AMPLITUD","LTRENDIDX","M","2021-02",99.54298,
"POL","BCI","AMPLITUD","LTRENDIDX","M","2021-03",99.91276,
"POL","BCI","AMPLITUD","LTRENDIDX","M","2021-04",100.2111,
"POL","BCI","AMPLITUD","LTRENDIDX","M","2021-05",100.4263,
"POL","BCI","AMPLITUD","LTRENDIDX","M","2021-06",100.5398,
"POL","BCI","AMPLITUD","LTRENDIDX","M","2021-07",100.53,
"POL","BCI","AMPLITUD","LTRENDIDX","M","2021-08",100.4535,
"POL","BCI","AMPLITUD","LTRENDIDX","M","2021-09",100.455,
"POL","BCI","AMPLITUD","LTRENDIDX","M","2021-10",100.503,
"POL","BCI","AMPLITUD","LTRENDIDX","M","2021-11",100.4854,
"POL","BCI","AMPLITUD","LTRENDIDX","M","2021-12",100.3809,
"POL","BCI","AMPLITUD","LTRENDIDX","M","2022-01",100.1062,
"POL","BCI","AMPLITUD","LTRENDIDX","M","2022-02",99.8394,
"POL","BCI","AMPLITUD","LTRENDIDX","M","2022-03",99.61315,
"POL","BCI","AMPLITUD","LTRENDIDX","M","2022-04",99.53279,
"POL","BCI","AMPLITUD","LTRENDIDX","M","2022-05",99.39397,
"POL","BCI","AMPLITUD","LTRENDIDX","M","2022-06",99.07948,
"POL","BCI","AMPLITUD","LTRENDIDX","M","2022-07",98.67378,
"POL","BCI","AMPLITUD","LTRENDIDX","M","2022-08",98.33923,
"POL","BCI","AMPLITUD","LTRENDIDX","M","2022-09",98.1132,
"POL","BCI","AMPLITUD","LTRENDIDX","M","2022-10",98.07227,
"POL","BCI","AMPLITUD","LTRENDIDX","M","2022-11",98.14433,
"POL","BCI","AMPLITUD","LTRENDIDX","M","2022-12",98.34435,
"POL","BCI","AMPLITUD","LTRENDIDX","M","2023-01",98.55618,
"POL","BCI","AMPLITUD","LTRENDIDX","M","2023-02",98.69772,
"POL","BCI","AMPLITUD","LTRENDIDX","M","2023-03",98.70384,
"POL","BCI","AMPLITUD","LTRENDIDX","M","2023-04",98.53089,
"POL","BCI","AMPLITUD","LTRENDIDX","M","2023-05",98.36969,
"POL","BCI","AMPLITUD","LTRENDIDX","M","2023-06",98.33159,
"POL","BCI","AMPLITUD","LTRENDIDX","M","2023-07",98.39059,
"POL","BCI","AMPLITUD","LTRENDIDX","M","2023-08",98.56752,
"POL","BCI","AMPLITUD","LTRENDIDX","M","2023-09",98.77362,
"POL","BCI","AMPLITUD","LTRENDIDX","M","2023-10",98.99878,
"POL","BCI","AMPLITUD","LTRENDIDX","M","2023-11",99.25153,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","2020-01",100.0738,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","2020-02",99.86553,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","2020-03",99.54034,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","2020-04",99.05679,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","2020-05",98.52788,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","2020-06",98.11063,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","2020-07",97.941,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","2020-08",97.95722,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","2020-09",98.11339,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","2020-10",98.40727,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","2020-11",98.76812,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","2020-12",99.13676,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","2021-01",99.47871,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","2021-02",99.78954,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","2021-03",100.0608,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","2021-04",100.2775,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","2021-05",100.4541,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","2021-06",100.5947,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","2021-07",100.6918,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","2021-08",100.762,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","2021-09",100.8149,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","2021-10",100.8486,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","2021-11",100.863,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","2021-12",100.848,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","2022-01",100.7911,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","2022-02",100.7146,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","2022-03",100.6444,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","2022-04",100.5984,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","2022-05",100.5685,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","2022-06",100.5453,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","2022-07",100.5253,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","2022-08",100.5126,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","2022-09",100.5164,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","2022-10",100.5422,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","2022-11",100.5658,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","2022-12",100.5512,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","2023-01",100.4716,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","2023-02",100.3675,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","2023-03",100.2946,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","2023-04",100.2955,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","2023-05",100.3414,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","2023-06",100.3963,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","2023-07",100.4375,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","2023-08",100.4669,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","2023-09",100.4915,
"OECDE","BCI","AMPLITUD","LTRENDIDX","M","2020-01",99.83279,
"OECDE","BCI","AMPLITUD","LTRENDIDX","M","2020-02",99.19092,
"OECDE","BCI","AMPLITUD","LTRENDIDX","M","2020-03",97.66582,
"OECDE","BCI","AMPLITUD","LTRENDIDX","M","2020-04",95.86028,
"OECDE","BCI","AMPLITUD","LTRENDIDX","M","2020-05",95.60169,
"OECDE","BCI","AMPLITUD","LTRENDIDX","M","2020-06",96.62742,
"OECDE","BCI","AMPLITUD","LTRENDIDX","M","2020-07",97.94301,
"OECDE","BCI","AMPLITUD","LTRENDIDX","M","2020-08",98.87386,
"OECDE","BCI","AMPLITUD","LTRENDIDX","M","2020-09",99.40788,
"OECDE","BCI","AMPLITUD","LTRENDIDX","M","2020-10",99.69127,
"OECDE","BCI","AMPLITUD","LTRENDIDX","M","2020-11",99.72811,
"OECDE","BCI","AMPLITUD","LTRENDIDX","M","2020-12",99.87901,
"OECDE","BCI","AMPLITUD","LTRENDIDX","M","2021-01",100.0789,
"OECDE","BCI","AMPLITUD","LTRENDIDX","M","2021-02",100.4879,
"OECDE","BCI","AMPLITUD","LTRENDIDX","M","2021-03",101.0934,
"OECDE","BCI","AMPLITUD","LTRENDIDX","M","2021-04",101.677,
"OECDE","BCI","AMPLITUD","LTRENDIDX","M","2021-05",102.1828,
"OECDE","BCI","AMPLITUD","LTRENDIDX","M","2021-06",102.5527,
"OECDE","BCI","AMPLITUD","LTRENDIDX","M","2021-07",102.7528,
"OECDE","BCI","AMPLITUD","LTRENDIDX","M","2021-08",102.7739,
"OECDE","BCI","AMPLITUD","LTRENDIDX","M","2021-09",102.7682,
"OECDE","BCI","AMPLITUD","LTRENDIDX","M","2021-10",102.7759,
"OECDE","BCI","AMPLITUD","LTRENDIDX","M","2021-11",102.8285,
"OECDE","BCI","AMPLITUD","LTRENDIDX","M","2021-12",102.8214,
"OECDE","BCI","AMPLITUD","LTRENDIDX","M","2022-01",102.6993,
"OECDE","BCI","AMPLITUD","LTRENDIDX","M","2022-02",102.4739,
"OECDE","BCI","AMPLITUD","LTRENDIDX","M","2022-03",102.1503,
"OECDE","BCI","AMPLITUD","LTRENDIDX","M","2022-04",101.8877,
"OECDE","BCI","AMPLITUD","LTRENDIDX","M","2022-05",101.6745,
"OECDE","BCI","AMPLITUD","LTRENDIDX","M","2022-06",101.3369,
"OECDE","BCI","AMPLITUD","LTRENDIDX","M","2022-07",100.8721,
"OECDE","BCI","AMPLITUD","LTRENDIDX","M","2022-08",100.4052,
"OECDE","BCI","AMPLITUD","LTRENDIDX","M","2022-09",100.0476,
"OECDE","BCI","AMPLITUD","LTRENDIDX","M","2022-10",99.89327,
"OECDE","BCI","AMPLITUD","LTRENDIDX","M","2022-11",99.8569,
"OECDE","BCI","AMPLITUD","LTRENDIDX","M","2022-12",99.94628,
"OECDE","BCI","AMPLITUD","LTRENDIDX","M","2023-01",100.1078,
"OECDE","BCI","AMPLITUD","LTRENDIDX","M","2023-02",100.1673,
"OECDE","BCI","AMPLITUD","LTRENDIDX","M","2023-03",100.1808,
"OECDE","BCI","AMPLITUD","LTRENDIDX","M","2023-04",100.0536,
"OECDE","BCI","AMPLITUD","LTRENDIDX","M","2023-05",99.85989,
"OECDE","BCI","AMPLITUD","LTRENDIDX","M","2023-06",99.65564,
"OECDE","BCI","AMPLITUD","LTRENDIDX","M","2023-07",99.5081,
"OECDE","BCI","AMPLITUD","LTRENDIDX","M","2023-08",99.37917,
"OECDE","BCI","AMPLITUD","LTRENDIDX","M","2023-09",99.3345,
"OECDE","BCI","AMPLITUD","LTRENDIDX","M","2023-10",99.32977,
"OECDE","BCI","AMPLITUD","LTRENDIDX","M","2023-11",99.27312,
"FRA","BCI","AMPLITUD","LTRENDIDX","M","2020-01",100.4708,
"FRA","BCI","AMPLITUD","LTRENDIDX","M","2020-02",99.9506,
"FRA","BCI","AMPLITUD","LTRENDIDX","M","2020-03",98.5313,
"FRA","BCI","AMPLITUD","LTRENDIDX","M","2020-04",96.85757,
"FRA","BCI","AMPLITUD","LTRENDIDX","M","2020-05",96.91682,
"FRA","BCI","AMPLITUD","LTRENDIDX","M","2020-06",97.93118,
"FRA","BCI","AMPLITUD","LTRENDIDX","M","2020-07",98.91387,
"FRA","BCI","AMPLITUD","LTRENDIDX","M","2020-08",99.51324,
"FRA","BCI","AMPLITUD","LTRENDIDX","M","2020-09",99.56343,
"FRA","BCI","AMPLITUD","LTRENDIDX","M","2020-10",99.32829,
"FRA","BCI","AMPLITUD","LTRENDIDX","M","2020-11",99.12419,
"FRA","BCI","AMPLITUD","LTRENDIDX","M","2020-12",99.2798,
"FRA","BCI","AMPLITUD","LTRENDIDX","M","2021-01",99.58312,
"FRA","BCI","AMPLITUD","LTRENDIDX","M","2021-02",99.96903,
"FRA","BCI","AMPLITUD","LTRENDIDX","M","2021-03",100.4052,
"FRA","BCI","AMPLITUD","LTRENDIDX","M","2021-04",100.9881,
"FRA","BCI","AMPLITUD","LTRENDIDX","M","2021-05",101.5411,
"FRA","BCI","AMPLITUD","LTRENDIDX","M","2021-06",101.9263,
"FRA","BCI","AMPLITUD","LTRENDIDX","M","2021-07",102.1804,
"FRA","BCI","AMPLITUD","LTRENDIDX","M","2021-08",102.1285,
"FRA","BCI","AMPLITUD","LTRENDIDX","M","2021-09",102.0086,
"FRA","BCI","AMPLITUD","LTRENDIDX","M","2021-10",102.0582,
"FRA","BCI","AMPLITUD","LTRENDIDX","M","2021-11",102.187,
"FRA","BCI","AMPLITUD","LTRENDIDX","M","2021-12",102.2715,
"FRA","BCI","AMPLITUD","LTRENDIDX","M","2022-01",102.3016,
"FRA","BCI","AMPLITUD","LTRENDIDX","M","2022-02",102.1928,
"FRA","BCI","AMPLITUD","LTRENDIDX","M","2022-03",101.8251,
"FRA","BCI","AMPLITUD","LTRENDIDX","M","2022-04",101.5298,
"FRA","BCI","AMPLITUD","LTRENDIDX","M","2022-05",101.3909,
"FRA","BCI","AMPLITUD","LTRENDIDX","M","2022-06",101.2822,
"FRA","BCI","AMPLITUD","LTRENDIDX","M","2022-07",101.0576,
"FRA","BCI","AMPLITUD","LTRENDIDX","M","2022-08",100.6599,
"FRA","BCI","AMPLITUD","LTRENDIDX","M","2022-09",100.294,
"FRA","BCI","AMPLITUD","LTRENDIDX","M","2022-10",100.067,
"FRA","BCI","AMPLITUD","LTRENDIDX","M","2022-11",99.94163,
"FRA","BCI","AMPLITUD","LTRENDIDX","M","2022-12",99.99742,
"FRA","BCI","AMPLITUD","LTRENDIDX","M","2023-01",100.1602,
"FRA","BCI","AMPLITUD","LTRENDIDX","M","2023-02",100.2498,
"FRA","BCI","AMPLITUD","LTRENDIDX","M","2023-03",100.1955,
"FRA","BCI","AMPLITUD","LTRENDIDX","M","2023-04",99.94666,
"FRA","BCI","AMPLITUD","LTRENDIDX","M","2023-05",99.83654,
"FRA","BCI","AMPLITUD","LTRENDIDX","M","2023-06",99.7818,
"FRA","BCI","AMPLITUD","LTRENDIDX","M","2023-07",99.66774,
"FRA","BCI","AMPLITUD","LTRENDIDX","M","2023-08",99.644,
"FRA","BCI","AMPLITUD","LTRENDIDX","M","2023-09",99.77401,
"FRA","BCI","AMPLITUD","LTRENDIDX","M","2023-10",99.81782,
"FRA","BCI","AMPLITUD","LTRENDIDX","M","2023-11",99.84203,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2020-01",100.5077,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2020-02",100.2001,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2020-03",98.98497,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2020-04",97.12197,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2020-05",96.19122,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2020-06",96.48631,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2020-07",97.61244,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2020-08",98.76401,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2020-09",99.6858,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2020-10",100.2603,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2020-11",100.6574,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2020-12",101.0736,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2021-01",101.4462,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2021-02",101.7385,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2021-03",102.0665,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2021-04",102.3325,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2021-05",102.4881,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2021-06",102.7114,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2021-07",102.7162,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2021-08",102.5256,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2021-09",102.3938,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2021-10",102.4609,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2021-11",102.5705,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2021-12",102.4427,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2022-01",102.0267,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2022-02",101.4988,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2022-03",101.1062,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2022-04",101.0296,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2022-05",100.871,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2022-06",100.5241,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2022-07",100.1114,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2022-08",99.46332,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2022-09",98.75206,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2022-10",98.32717,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2022-11",98.33688,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2022-12",98.61731,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2023-01",98.79362,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2023-02",98.92316,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2023-03",98.96821,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2023-04",98.75872,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2023-05",98.39072,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2023-06",98.06625,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2023-07",97.87035,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2023-08",97.83685,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2023-09",97.8672,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2023-10",97.80094,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2023-11",97.64397,
"HUN","BCI","AMPLITUD","LTRENDIDX","M","2020-01",100.2817,
"HUN","BCI","AMPLITUD","LTRENDIDX","M","2020-02",99.4642,
"HUN","BCI","AMPLITUD","LTRENDIDX","M","2020-03",97.80553,
"HUN","BCI","AMPLITUD","LTRENDIDX","M","2020-04",95.48895,
"HUN","BCI","AMPLITUD","LTRENDIDX","M","2020-05",94.71429,
"HUN","BCI","AMPLITUD","LTRENDIDX","M","2020-06",95.44149,
"HUN","BCI","AMPLITUD","LTRENDIDX","M","2020-07",96.28648,
"HUN","BCI","AMPLITUD","LTRENDIDX","M","2020-08",96.77734,
"HUN","BCI","AMPLITUD","LTRENDIDX","M","2020-09",97.28546,
"HUN","BCI","AMPLITUD","LTRENDIDX","M","2020-10",97.85558,
"HUN","BCI","AMPLITUD","LTRENDIDX","M","2020-11",98.20699,
"HUN","BCI","AMPLITUD","LTRENDIDX","M","2020-12",98.71572,
"HUN","BCI","AMPLITUD","LTRENDIDX","M","2021-01",99.02025,
"HUN","BCI","AMPLITUD","LTRENDIDX","M","2021-02",99.08923,
"HUN","BCI","AMPLITUD","LTRENDIDX","M","2021-03",99.37788,
"HUN","BCI","AMPLITUD","LTRENDIDX","M","2021-04",99.95854,
"HUN","BCI","AMPLITUD","LTRENDIDX","M","2021-05",100.7657,
"HUN","BCI","AMPLITUD","LTRENDIDX","M","2021-06",101.5246,
"HUN","BCI","AMPLITUD","LTRENDIDX","M","2021-07",102.1327,
"HUN","BCI","AMPLITUD","LTRENDIDX","M","2021-08",102.3614,
"HUN","BCI","AMPLITUD","LTRENDIDX","M","2021-09",102.5095,
"HUN","BCI","AMPLITUD","LTRENDIDX","M","2021-10",102.9804,
"HUN","BCI","AMPLITUD","LTRENDIDX","M","2021-11",103.2363,
"HUN","BCI","AMPLITUD","LTRENDIDX","M","2021-12",102.977,
"HUN","BCI","AMPLITUD","LTRENDIDX","M","2022-01",102.4898,
"HUN","BCI","AMPLITUD","LTRENDIDX","M","2022-02",101.6968,
"HUN","BCI","AMPLITUD","LTRENDIDX","M","2022-03",101.0053,
"HUN","BCI","AMPLITUD","LTRENDIDX","M","2022-04",100.7188,
"HUN","BCI","AMPLITUD","LTRENDIDX","M","2022-05",100.7578,
"HUN","BCI","AMPLITUD","LTRENDIDX","M","2022-06",100.8253,
"HUN","BCI","AMPLITUD","LTRENDIDX","M","2022-07",100.5378,
"HUN","BCI","AMPLITUD","LTRENDIDX","M","2022-08",100.0606,
"HUN","BCI","AMPLITUD","LTRENDIDX","M","2022-09",99.547,
"HUN","BCI","AMPLITUD","LTRENDIDX","M","2022-10",99.00879,
"HUN","BCI","AMPLITUD","LTRENDIDX","M","2022-11",98.78131,
"HUN","BCI","AMPLITUD","LTRENDIDX","M","2022-12",98.97031,
"HUN","BCI","AMPLITUD","LTRENDIDX","M","2023-01",99.00022,
"HUN","BCI","AMPLITUD","LTRENDIDX","M","2023-02",98.88047,
"HUN","BCI","AMPLITUD","LTRENDIDX","M","2023-03",98.98153,
"HUN","BCI","AMPLITUD","LTRENDIDX","M","2023-04",99.01467,
"HUN","BCI","AMPLITUD","LTRENDIDX","M","2023-05",99.09515,
"HUN","BCI","AMPLITUD","LTRENDIDX","M","2023-06",98.93291,
"HUN","BCI","AMPLITUD","LTRENDIDX","M","2023-07",98.8921,
"HUN","BCI","AMPLITUD","LTRENDIDX","M","2023-08",98.77073,
"HUN","BCI","AMPLITUD","LTRENDIDX","M","2023-09",98.49645,
"HUN","BCI","AMPLITUD","LTRENDIDX","M","2023-10",98.2721,
"HUN","BCI","AMPLITUD","LTRENDIDX","M","2023-11",98.29218,
"LUX","BCI","AMPLITUD","LTRENDIDX","M","2020-01",98.99376,
"LUX","BCI","AMPLITUD","LTRENDIDX","M","2020-02",98.72486,
"LUX","BCI","AMPLITUD","LTRENDIDX","M","2020-03",97.99106,
"LUX","BCI","AMPLITUD","LTRENDIDX","M","2020-04",97.04534,
"LUX","BCI","AMPLITUD","LTRENDIDX","M","2020-05",97.39149,
"LUX","BCI","AMPLITUD","LTRENDIDX","M","2020-06",98.25555,
"LUX","BCI","AMPLITUD","LTRENDIDX","M","2020-07",99.25191,
"LUX","BCI","AMPLITUD","LTRENDIDX","M","2020-08",99.82176,
"LUX","BCI","AMPLITUD","LTRENDIDX","M","2020-09",99.88782,
"LUX","BCI","AMPLITUD","LTRENDIDX","M","2020-10",100.1415,
"LUX","BCI","AMPLITUD","LTRENDIDX","M","2020-11",100.1871,
"LUX","BCI","AMPLITUD","LTRENDIDX","M","2020-12",100.5191,
"LUX","BCI","AMPLITUD","LTRENDIDX","M","2021-01",100.8127,
"LUX","BCI","AMPLITUD","LTRENDIDX","M","2021-02",100.8018,
"LUX","BCI","AMPLITUD","LTRENDIDX","M","2021-03",101.0445,
"LUX","BCI","AMPLITUD","LTRENDIDX","M","2021-04",101.7863,
"LUX","BCI","AMPLITUD","LTRENDIDX","M","2021-05",102.8944,
"LUX","BCI","AMPLITUD","LTRENDIDX","M","2021-06",103.6075,
"LUX","BCI","AMPLITUD","LTRENDIDX","M","2021-07",103.8094,
"LUX","BCI","AMPLITUD","LTRENDIDX","M","2021-08",103.6059,
"LUX","BCI","AMPLITUD","LTRENDIDX","M","2021-09",102.934,
"LUX","BCI","AMPLITUD","LTRENDIDX","M","2021-10",102.4964,
"LUX","BCI","AMPLITUD","LTRENDIDX","M","2021-11",102.4168,
"LUX","BCI","AMPLITUD","LTRENDIDX","M","2021-12",102.6396,
"LUX","BCI","AMPLITUD","LTRENDIDX","M","2022-01",102.8838,
"LUX","BCI","AMPLITUD","LTRENDIDX","M","2022-02",102.659,
"LUX","BCI","AMPLITUD","LTRENDIDX","M","2022-03",102.0679,
"LUX","BCI","AMPLITUD","LTRENDIDX","M","2022-04",101.7283,
"LUX","BCI","AMPLITUD","LTRENDIDX","M","2022-05",101.474,
"LUX","BCI","AMPLITUD","LTRENDIDX","M","2022-06",101.1982,
"LUX","BCI","AMPLITUD","LTRENDIDX","M","2022-07",100.7674,
"LUX","BCI","AMPLITUD","LTRENDIDX","M","2022-08",100.5497,
"LUX","BCI","AMPLITUD","LTRENDIDX","M","2022-09",100.396,
"LUX","BCI","AMPLITUD","LTRENDIDX","M","2022-10",100.0213,
"LUX","BCI","AMPLITUD","LTRENDIDX","M","2022-11",99.7513,
