,diagnostic_sub_category,diagnostic_description,count_of_diagnostics_id,current_wait_band
722,CT,CT Pelvis,5,2
723,CT,CT Pelvis,6,3
724,CT,CT Pelvis,3,4
725,CT,CT Pelvis,8,6
726,CT,CT Pelvis,6,7
727,CT,CT Pelvis,1,9
728,CT,CT Pelvis,3,11
729,CT,CT Pelvis,4,12
730,CT,CT Pelvis,3,14
731,CT,CT Pelvis with contrast,5,1
732,CT,CT Pelvis with contrast,5,2
733,CT,CT Pelvis with contrast,5,3
734,CT,CT Pelvis with contrast,3,6
735,CT,CT Pelvis with contrast,3,7
736,CT,CT Pelvis with contrast,9,8
737,CT,CT Petrous bones,4,0
738,CT,CT Petrous bones,11,1
739,CT,CT Petrous bones,13,2
740,CT,CT Petrous bones,7,3
741,CT,CT Petrous bones,10,4
742,CT,CT Petrous bones,20,6
743,CT,CT Petrous bones,8,7
744,CT,CT Petrous bones,8,8
745,CT,CT Petrous bones,3,9
746,CT,CT Petrous bones,5,10
747,CT,CT Petrous bones,2,11
748,CT,CT Petrous bones,5,12
749,CT,CT Petrous bones,1,13
750,CT,CT Renal Both,3,1
751,CT,CT Renal Both,7,2
752,CT,CT Renal Both,8,3
753,CT,CT Renal Both,5,4
754,CT,CT Renal Both,4,5
755,CT,CT Renal Both,5,6
756,CT,CT Renal Both,4,7
757,CT,CT Renal Both,3,8
758,CT,CT Renal Both,5,9
759,CT,CT Renal Both,2,10
760,CT,CT Renal Both,3,11
761,CT,CT Renal Both,1,12
762,CT,CT Renal Both,1,21
763,CT,CT Renal with contrast Both,3,0
764,CT,CT Renal with contrast Both,11,1
765,CT,CT Renal with contrast Both,4,2
766,CT,CT Renal with contrast Both,3,3
767,CT,CT Renal with contrast Both,4,4
768,CT,CT Renal with contrast Both,5,5
769,CT,CT Renal with contrast Both,5,6
770,CT,CT Renal with contrast Both,4,7
771,CT,CT Renal with contrast Both,5,8
772,CT,CT Renal with contrast Both,4,9
773,CT,CT Renal with contrast Both,3,11
774,CT,CT Renal with contrast Both,3,12
775,CT,CT Renal with contrast Both,2,13
776,CT,CT Renal with contrast Both,2,16
777,CT,CT Renal with contrast Both,2,45
778,CT,CT Salivary glands with contrast,4,3
779,CT,CT Shoulder Both,1,2
780,CT,CT Shoulder Lt,5,1
781,CT,CT Shoulder Lt,1,2
782,CT,CT Shoulder Lt,6,3
783,CT,CT Shoulder Lt,7,6
784,CT,CT Shoulder Lt,2,7
785,CT,CT Shoulder Lt,2,8
786,CT,CT Shoulder Lt,3,12
787,CT,CT Shoulder Rt,5,1
788,CT,CT Shoulder Rt,9,2
789,CT,CT Shoulder Rt,4,6
790,CT,CT Shoulder Rt,5,7
791,CT,CT Shoulder Rt,3,8
792,CT,CT Shoulder Rt,4,9
793,CT,CT Shoulder Rt,5,10
794,CT,CT Sinuses,11,0
795,CT,CT Sinuses,37,1
796,CT,CT Sinuses,27,2
797,CT,CT Sinuses,22,3
798,CT,CT Sinuses,16,4
799,CT,CT Sinuses,3,5
800,CT,CT Sinuses,9,6
801,CT,CT Sinuses,4,7
802,CT,CT Sinuses,5,8
803,CT,CT Sinuses,6,9
804,CT,CT Sinuses,6,10
805,CT,CT Sinuses,6,18
806,CT,CT Sinuses with contrast,6,1
807,CT,CT Sinuses with contrast,5,2
808,CT,CT Sinuses with contrast,9,3
809,CT,CT Sinuses with contrast,9,4
810,CT,CT Sinuses with contrast,4,5
811,CT,CT Sinuses with contrast,8,6
812,CT,CT Sinuses with contrast,10,7
813,CT,CT Sinuses with contrast,7,8
814,CT,CT Sinuses with contrast,4,9
815,CT,CT Sinuses with contrast,3,10
816,CT,CT Spine C T L S with contrast,5,6
817,CT,CT Spine C T L S with contrast,3,9
818,CT,CT Spine cervical,10,1
819,CT,CT Spine cervical,2,2
820,CT,CT Spine cervical,4,3
821,CT,CT Spine cervical,3,5
822,CT,CT Spine cervical,6,6
823,CT,CT Spine cervical,2,7
824,CT,CT Spine cervical,3,8
825,CT,CT Spine cervical,5,9
826,CT,CT Spine cervical,2,18
827,CT,CT Spine lumbar,3,0
828,CT,CT Spine lumbar,4,1
829,CT,CT Spine lumbar,8,2
830,CT,CT Spine lumbar,11,3
831,CT,CT Spine lumbar,7,6
832,CT,CT Spine lumbar,5,7
833,CT,CT Spine lumbar,3,8
834,CT,CT Spine lumbar,5,9
835,CT,CT Spine lumbar,1,14
836,CT,CT Spine lumbar,8,16
837,CT,CT Spine lumbar,5,20
838,CT,CT Spine lumbar with contrast,4,8
839,CT,CT Spine sacral,3,0
840,CT,CT Spine sacral,6,1
841,CT,CT Spine sacral,7,3
842,CT,CT Spine sacral with contrast,3,8
843,CT,CT Spine thoracic,5,0
844,CT,CT Spine thoracic,3,3
845,CT,CT Spine thoracic,5,6
846,CT,CT Spine thoracic,5,9
847,CT,CT Sternoclavicular joint Both,4,5
848,CT,CT Sternoclavicular joint Both,3,11
849,CT,CT Temporal bones,1,6
850,CT,CT Temporal bones,5,8
851,CT,CT Temporal bones,3,9
852,CT,CT Thorax,7,0
853,CT,CT Thorax,37,1
854,CT,CT Thorax,15,2
855,CT,CT Thorax,20,3
856,CT,CT Thorax,12,4
857,CT,CT Thorax,16,5
858,CT,CT Thorax,19,6
859,CT,CT Thorax,8,7
860,CT,CT Thorax,6,8
861,CT,CT Thorax,4,9
862,CT,CT Thorax,3,10
863,CT,CT Thorax,8,11
864,CT,CT Thorax,5,12
865,CT,CT Thorax,3,19
866,CT,CT Thorax,8,22
867,CT,CT Thorax abdomen and pelvis,5,0
868,CT,CT Thorax abdomen and pelvis,20,1
869,CT,CT Thorax abdomen and pelvis,8,2
870,CT,CT Thorax abdomen and pelvis,5,3
871,CT,CT Thorax abdomen and pelvis,3,4
872,CT,CT Thorax abdomen and pelvis,5,6
873,CT,CT Thorax abdomen and pelvis,6,7
874,CT,CT Thorax abdomen and pelvis,2,8
875,CT,CT Thorax abdomen and pelvis,5,12
876,CT,CT Thorax abdomen pelvis with contrast,25,0
877,CT,CT Thorax abdomen pelvis with contrast,232,1
878,CT,CT Thorax abdomen pelvis with contrast,207,2
879,CT,CT Thorax abdomen pelvis with contrast,138,3
880,CT,CT Thorax abdomen pelvis with contrast,77,4
881,CT,CT Thorax abdomen pelvis with contrast,32,5
882,CT,CT Thorax abdomen pelvis with contrast,103,6
883,CT,CT Thorax abdomen pelvis with contrast,47,7
884,CT,CT Thorax abdomen pelvis with contrast,51,8
885,CT,CT Thorax abdomen pelvis with contrast,12,9
886,CT,CT Thorax abdomen pelvis with contrast,26,10
887,CT,CT Thorax abdomen pelvis with contrast,12,11
888,CT,CT Thorax abdomen pelvis with contrast,19,12
889,CT,CT Thorax abdomen pelvis with contrast,10,13
890,CT,CT Thorax abdomen pelvis with contrast,8,14
891,CT,CT Thorax abdomen pelvis with contrast,6,15
892,CT,CT Thorax abdomen pelvis with contrast,1,16
893,CT,CT Thorax abdomen pelvis with contrast,3,19
894,CT,CT Thorax abdomen pelvis with contrast,6,20
895,CT,CT Thorax abdomen pelvis with contrast,6,21
896,CT,CT Thorax abdomen pelvis with contrast,3,22
897,CT,CT Thorax abdomen pelvis with contrast,3,23
898,CT,CT Thorax abdomen pelvis with contrast,1,25
899,CT,CT Thorax and abdomen,3,1
900,CT,CT Thorax and abdomen,5,2
901,CT,CT Thorax and abdomen,6,9
902,CT,CT Thorax and abdomen,2,11
903,CT,CT Thorax and abdomen with contrast,4,0
904,CT,CT Thorax and abdomen with contrast,9,1
905,CT,CT Thorax and abdomen with contrast,8,2
906,CT,CT Thorax and abdomen with contrast,6,3
907,CT,CT Thorax and abdomen with contrast,7,4
908,CT,CT Thorax and abdomen with contrast,7,5
909,CT,CT Thorax and abdomen with contrast,8,6
910,CT,CT Thorax and abdomen with contrast,7,7
911,CT,CT Thorax and abdomen with contrast,8,8
912,CT,CT Thorax and abdomen with contrast,6,9
913,CT,CT Thorax and abdomen with contrast,6,12
914,CT,CT Thorax and abdomen with contrast,1,14
915,CT,CT Thorax and abdomen with contrast,6,16
916,CT,CT Thorax and abdomen with contrast,2,22
917,CT,CT Thorax with contrast,9,0
918,CT,CT Thorax with contrast,116,1
919,CT,CT Thorax with contrast,116,2
920,CT,CT Thorax with contrast,77,3
921,CT,CT Thorax with contrast,43,4
922,CT,CT Thorax with contrast,24,5
923,CT,CT Thorax with contrast,98,6
924,CT,CT Thorax with contrast,46,7
925,CT,CT Thorax with contrast,36,8
926,CT,CT Thorax with contrast,16,9
927,CT,CT Thorax with contrast,26,10
928,CT,CT Thorax with contrast,22,11
929,CT,CT Thorax with contrast,12,12
930,CT,CT Thorax with contrast,8,13
931,CT,CT Thorax with contrast,6,14
932,CT,CT Thorax with contrast,6,16
933,CT,CT Thorax with contrast,7,20
934,CT,CT Thorax with contrast,3,22
935,CT,CT Triple phase abdomen and pelvis Cont,6,1
936,CT,CT Triple phase abdomen and pelvis Cont,5,6
937,CT,CT Upper arm Lt,6,2
938,CT,CT Upper leg Both,3,2
939,CT,CT Upper leg Both,5,7
940,CT,CT Upper leg Both,3,8
941,CT,CT Upper leg Lt,2,6
942,CT,CT Urinary tract,5,0
943,CT,CT Urinary tract,53,1
944,CT,CT Urinary tract,33,2
945,CT,CT Urinary tract,24,3
946,CT,CT Urinary tract,14,4
947,CT,CT Urinary tract,18,5
948,CT,CT Urinary tract,51,6
949,CT,CT Urinary tract,17,7
950,CT,CT Urinary tract,20,8
951,CT,CT Urinary tract,7,9
952,CT,CT Urinary tract,13,10
953,CT,CT Urinary tract,17,11
954,CT,CT Urinary tract,12,12
955,CT,CT Urinary tract,3,13
956,CT,CT Urinary tract,2,14
957,CT,CT Urinary tract,4,21
958,CT,CT Urinary tract,5,23
959,CT,CT Urinary tract with contrast,5,0
960,CT,CT Urinary tract with contrast,62,1
961,CT,CT Urinary tract with contrast,41,2
962,CT,CT Urinary tract with contrast,23,3
963,CT,CT Urinary tract with contrast,12,4
964,CT,CT Urinary tract with contrast,12,5
965,CT,CT Urinary tract with contrast,11,6
966,CT,CT Urinary tract with contrast,16,7
967,CT,CT Urinary tract with contrast,11,8
968,CT,CT Urinary tract with contrast,9,9
969,CT,CT Urinary tract with contrast,6,10
970,CT,CT Urinary tract with contrast,10,11
971,CT,CT Urinary tract with contrast,10,12
972,CT,CT Urinary tract with contrast,6,13
973,CT,CT Urinary tract with contrast,6,14
974,CT,CT Urinary tract with contrast,6,15
975,CT,CT Urinary tract with contrast,6,18
976,CT,CT Urinary tract with contrast,2,19
977,CT,CT Urogram,1,1
978,CT,CT Urogram,3,2
979,CT,CT Urogram,2,3
980,CT,CT Urogram,6,4
981,CT,CT Urogram,10,6
982,CT,CT Urogram,6,7
983,CT,CT Urogram excretory phase with contrast,3,2
984,CT,CT Venogram,4,2
985,CT,CT Venogram,2,9
986,CT,CT Venogram Intracranial,6,6
987,CT,CT Whole body,4,1
988,CT,CT Whole body,6,2
989,CT,CT Whole body,4,9
990,CT,CT Whole body with contrast,1,6
991,CT,CT Whole spine,6,4
992,CT,CT Whole spine,1,6
993,CT,CT Whole spine,3,8
994,CT,CT Wrist Lt,8,1
995,CT,CT Wrist Lt,7,4
996,CT,CT Wrist Lt,2,6
997,CT,CT Wrist Lt,1,9
998,CT,CT Wrist Rt,4,1
999,CT,CT Wrist Rt,6,2
1000,CT,CT Wrist Rt,5,6
1001,CT,CT Wrist Rt,2,9
1002,CT,CT Wrist Rt,2,11
1003,CT Cardiac,CT Angiography for TAVI workup,4,1
1004,CT Cardiac,CT Angiography for TAVI workup,6,2
1005,CT Cardiac,CT Angiography for TAVI workup,4,4
1006,CT Cardiac,CT Angiography for TAVI workup,4,6
1007,CT Cardiac,CT Angiography for TAVI workup,7,7
1008,CT Cardiac,CT Angiography for TAVI workup,5,8
1009,CT Cardiac,CT Angiography for TAVI workup,3,16
1010,CT Cardiac,CT Angiography for TAVI workup,6,19
1011,CT Cardiac,CT Cardiac angiogram coronary,35,1
1012,CT Cardiac,CT Cardiac angiogram coronary,21,2
1013,CT Cardiac,CT Cardiac angiogram coronary,18,3
1014,CT Cardiac,CT Cardiac angiogram coronary,12,4
1015,CT Cardiac,CT Cardiac angiogram coronary,8,5
1016,CT Cardiac,CT Cardiac angiogram coronary,37,6
1017,CT Cardiac,CT Cardiac angiogram coronary,17,7
1018,CT Cardiac,CT Cardiac angiogram coronary,19,8
1019,CT Cardiac,CT Cardiac angiogram coronary,15,9
1020,CT Cardiac,CT Cardiac angiogram coronary,22,10
1021,CT Cardiac,CT Cardiac angiogram coronary,20,11
1022,CT Cardiac,CT Cardiac angiogram coronary,13,12
1023,CT Cardiac,CT Cardiac angiogram coronary,9,13
1024,CT Cardiac,CT Cardiac angiogram coronary,19,14
1025,CT Cardiac,CT Cardiac angiogram coronary,21,15
1026,CT Cardiac,CT Cardiac angiogram coronary,21,16
1027,CT Cardiac,CT Cardiac angiogram coronary,10,17
1028,CT Cardiac,CT Cardiac angiogram coronary,14,18
1029,CT Cardiac,CT Cardiac angiogram coronary,8,19
1030,CT Cardiac,CT Cardiac angiogram coronary,14,20
1031,CT Cardiac,CT Cardiac angiogram coronary,5,21
1032,CT Cardiac,CT Cardiac angiogram coronary,6,22
1033,CT Cardiac,CT Cardiac angiogram coronary,6,23
1034,CT Cardiac,CT Cardiac angiogram coronary,1,24
1035,CT Cardiac,CT Cardiac angiogram coronary,7,25
1036,CT Cardiac,CT Cardiac angiogram coronary,7,26
1037,CT Cardiac,CT Cardiac angiogram coronary,3,27
1038,CT Cardiac,CT Cardiac angiogram coronary,3,28
1039,CT Cardiac,CT Cardiac angiogram coronary,7,29
1040,CT Cardiac,CT Cardiac angiogram coronary,3,30
1041,CT Cardiac,CT Cardiac angiogram coronary,6,31
1042,CT Cardiac,CT Cardiac angiogram coronary,2,32
1043,CT Cardiac,CT Cardiac angiogram coronary,3,37
1044,CT Cardiac,CT Cardiac angiogram coronary,6,42
1045,CT Cardiac,CT Cardiac angiogram coronary,4,50
1046,CT Cardiac,CT Cardiac Cor artery calcium scoring,5,6
1047,CT Cardiac,CT Cardiac Cor artery calcium scoring,2,8
1048,CT Cardiac,CT Cardiac Cor artery calcium scoring,1,11
1049,CT Cardiac,CT Cardiac Cor artery calcium scoring,6,12
1050,CT Cardiac,CT Cardiac Cor artery calcium scoring,1,19
1051,CT Cardiac,CT Cardiac Cor artery calcium scoring,3,22
1052,CT Cardiac,CT Cardiac Cor artery calcium scoring,2,24
1053,Cystoscopy,CYSTOSCOPY,136,1
1054,Cystoscopy,CYSTOSCOPY,209,2
1055,Cystoscopy,CYSTOSCOPY,97,3
1056,Cystoscopy,CYSTOSCOPY,27,4
1057,Cystoscopy,CYSTOSCOPY,11,5
1058,Cystoscopy,CYSTOSCOPY,52,6
1059,Cystoscopy,CYSTOSCOPY,7,7
1060,Cystoscopy,CYSTOSCOPY,4,8
1061,Cystoscopy,CYSTOSCOPY,4,9
1062,Cystoscopy,CYSTOSCOPY,3,10
1063,Cystoscopy,CYSTOSCOPY,5,11
1064,Cystoscopy,CYSTOSCOPY,1,22
1065,Cystoscopy,CYSTOSCOPY,3,77
1066,Dexa,Bone densitometry DXA,18,0
1067,Dexa,Bone densitometry DXA,128,1
1068,Dexa,Bone densitometry DXA,85,2
1069,Dexa,Bone densitometry DXA,121,3
1070,Dexa,Bone densitometry DXA,65,4
1071,Dexa,Bone densitometry DXA,33,5
1072,Dexa,Bone densitometry DXA,166,6
1073,Dexa,Bone densitometry DXA,99,7
1074,Dexa,Bone densitometry DXA,105,8
1075,Dexa,Bone densitometry DXA,84,9
1076,Dexa,Bone densitometry DXA,84,10
1077,Dexa,Bone densitometry DXA,99,11
1078,Dexa,Bone densitometry DXA,59,12
1079,Dexa,Bone densitometry DXA,72,13
1080,Dexa,Bone densitometry DXA,48,14
1081,Dexa,Bone densitometry DXA,51,15
1082,Dexa,Bone densitometry DXA,66,16
1083,Dexa,Bone densitometry DXA,25,17
1084,Dexa,Bone densitometry DXA,57,18
1085,Dexa,Bone densitometry DXA,42,19
1086,Dexa,Bone densitometry DXA,5,20
1087,Dexa,Bone densitometry DXA,5,21
1088,Dexa,Bone densitometry DXA,6,22
1089,Dexa,Bone densitometry DXA,1,33
1090,Echocardiography,Echocardiogram,27,1
1091,Echocardiography,Echocardiogram,26,2
1092,Echocardiography,Echocardiogram,39,3
1093,Echocardiography,Echocardiogram,41,4
1094,Echocardiography,Echocardiogram,38,5
1095,Echocardiography,Echocardiogram,139,6
1096,Echocardiography,Echocardiogram,108,7
1097,Echocardiography,Echocardiogram,90,8
1098,Echocardiography,Echocardiogram,72,9
1099,Echocardiography,Echocardiogram,53,10
1100,Echocardiography,Echocardiogram,42,11
1101,Echocardiography,Echocardiogram,42,12
1102,Echocardiography,Echocardiogram,35,13
1103,Echocardiography,Echocardiogram,30,14
1104,Echocardiography,Echocardiogram,31,15
1105,Echocardiography,Echocardiogram,26,16
1106,Echocardiography,Echocardiogram,24,17
1107,Echocardiography,Echocardiogram,17,18
1108,Echocardiography,Echocardiogram,22,19
1109,Echocardiography,Echocardiogram,21,20
1110,Echocardiography,Echocardiogram,18,21
1111,Echocardiography,Echocardiogram,9,22
1112,Echocardiography,Echocardiogram,18,23
1113,Echocardiography,Echocardiogram,9,24
1114,Echocardiography,Echocardiogram,8,25
1115,Echocardiography,Echocardiogram,17,26
1116,Echocardiography,Echocardiogram,10,27
1117,Echocardiography,Echocardiogram,14,28
1118,Echocardiography,Echocardiogram,12,29
1119,Echocardiography,Echocardiogram,11,30
1120,Echocardiography,Echocardiogram,10,31
1121,Echocardiography,Echocardiogram,4,32
1122,Echocardiography,Echocardiogram,15,33
1123,Echocardiography,Echocardiogram,8,34
1124,Echocardiography,Echocardiogram,11,35
1125,Echocardiography,Echocardiogram,7,36
1126,Echocardiography,Echocardiogram,3,37
1127,Echocardiography,Echocardiogram,5,38
1128,Echocardiography,Echocardiogram,5,40
1129,Echocardiography,Echocardiogram,1,41
1130,Echocardiography,Echocardiogram,4,42
1131,Echocardiography,Echocardiogram,2,46
1132,Echocardiography,Echocardiogram,2,50
1133,Echocardiography,Echocardiogram,1,55
1134,Electrophysiology,EPS,6,6
1135,EMG,Nerve Conduction Studies,17,0
1136,EMG,Nerve Conduction Studies,88,1
1137,EMG,Nerve Conduction Studies,85,2
1138,EMG,Nerve Conduction Studies,61,3
1139,EMG,Nerve Conduction Studies,7,4
1140,EMG,Nerve Conduction Studies,3,6
1141,EMG,Nerve Conduction Studies,3,7
1142,EMG,Nerve Conduction Studies,4,19
1143,Flexi,COLON+FLEXI,6,6
1144,Flexi,COLON+FLEXI,4,9
1145,Flexi,COLON+FLEXI,6,11
1146,Flexi,COLON+FLEXI,3,36
1147,Flexi,COLON+FLEXI,1,50
1148,Flexi,COLON+FLEXI,6,64
1149,Flexi,COLON+FLEXI,3,72
1150,Flexi,COLON+FLEXI+ENEMA,1,30
1151,Flexi,FLEXI,7,0
1152,Flexi,FLEXI,33,1
1153,Flexi,FLEXI,36,2
1154,Flexi,FLEXI,16,3
1155,Flexi,FLEXI,10,4
1156,Flexi,FLEXI,10,5
1157,Flexi,FLEXI,26,6
1158,Flexi,FLEXI,20,7
1159,Flexi,FLEXI,23,8
1160,Flexi,FLEXI,14,9
1161,Flexi,FLEXI,16,10
1162,Flexi,FLEXI,16,11
1163,Flexi,FLEXI,12,12
1164,Flexi,FLEXI,8,13
1165,Flexi,FLEXI,14,14
1166,Flexi,FLEXI,20,15
1167,Flexi,FLEXI,11,16
1168,Flexi,FLEXI,7,17
1169,Flexi,FLEXI,7,18
1170,Flexi,FLEXI,15,19
1171,Flexi,FLEXI,11,20
1172,Flexi,FLEXI,6,21
1173,Flexi,FLEXI,15,22
1174,Flexi,FLEXI,11,23
1175,Flexi,FLEXI,13,24
1176,Flexi,FLEXI,17,25
1177,Flexi,FLEXI,9,26
1178,Flexi,FLEXI,10,27
1179,Flexi,FLEXI,15,28
1180,Flexi,FLEXI,17,29
1181,Flexi,FLEXI,9,30
1182,Flexi,FLEXI,16,31
1183,Flexi,FLEXI,7,32
1184,Flexi,FLEXI,14,33
1185,Flexi,FLEXI,12,34
1186,Flexi,FLEXI,16,35
1187,Flexi,FLEXI,8,36
1188,Flexi,FLEXI,7,37
1189,Flexi,FLEXI,14,38
1190,Flexi,FLEXI,12,39
1191,Flexi,FLEXI,10,40
1192,Flexi,FLEXI,7,41
1193,Flexi,FLEXI,11,42
1194,Flexi,FLEXI,8,43
1195,Flexi,FLEXI,17,44
1196,Flexi,FLEXI,4,45
1197,Flexi,FLEXI,9,46
1198,Flexi,FLEXI,9,47
1199,Flexi,FLEXI,9,48
1200,Flexi,FLEXI,12,49
1201,Flexi,FLEXI,12,50
1202,Flexi,FLEXI,16,51
1203,Flexi,FLEXI,10,52
1204,Flexi,FLEXI,11,53
1205,Flexi,FLEXI,12,54
1206,Flexi,FLEXI,7,55
1207,Flexi,FLEXI,3,56
1208,Flexi,FLEXI,4,57
1209,Flexi,FLEXI,15,58
1210,Flexi,FLEXI,11,59
1211,Flexi,FLEXI,9,60
1212,Flexi,FLEXI,4,61
1213,Flexi,FLEXI,14,62
1214,Flexi,FLEXI,11,63
1215,Flexi,FLEXI,6,64
1216,Flexi,FLEXI,7,65
1217,Flexi,FLEXI,6,66
1218,Flexi,FLEXI,9,67
1219,Flexi,FLEXI,8,68
1220,Flexi,FLEXI,7,69
1221,Flexi,FLEXI,7,70
1222,Flexi,FLEXI,7,71
1223,Flexi,FLEXI,11,72
1224,Flexi,FLEXI,6,73
1225,Flexi,FLEXI,4,74
1226,Flexi,FLEXI,3,75
1227,Flexi,FLEXI,2,76
1228,Flexi,FLEXI,5,78
1229,Flexi,FLEXI,6,79
1230,Flexi,FLEXI,6,85
1231,Flexi,FLEXI,3,87
1232,Flexi,FLEXI,5,88
1233,Flexi,FLEXI TBT,6,1
1234,Flexi,FLEXI TBT,6,19
1235,Flexi,FLEXI TBT,5,31
1236,Flexi,FLEXI TBT,3,42
1237,Flexi,FLEXI TBT,5,49
1238,Flexi,FLEXI+APC,5,10
1239,Flexi,FLEXI+APC,3,39
1240,Flexi,FLEXI+APC,1,51
1241,Flexi,FLEXI+EFTR,5,3
1242,Flexi,FLEXI+EMR,3,1
1243,Flexi,FLEXI+EMR,5,2
1244,Flexi,FLEXI+EMR,3,3
1245,Flexi,FLEXI+EMR,5,4
1246,Flexi,FLEXI+EMR,6,5
1247,Flexi,FLEXI+EMR,1,7
1248,Flexi,FLEXI+EMR,3,22
1249,Flexi,FLEXI+EMR,2,33
1250,Flexi,FLEXI+EMR,6,50
1251,Flexi,FLEXI+EMR,4,52
1252,Flexi,FLEXI+EMR,1,54
1253,Flexi,FLEXI+EMR,2,64
1254,Flexi,FLEXI+ENEMA,2,0
1255,Flexi,FLEXI+ENEMA,15,1
1256,Flexi,FLEXI+ENEMA,26,2
1257,Flexi,FLEXI+ENEMA,19,3
1258,Flexi,FLEXI+ENEMA,4,4
1259,Flexi,FLEXI+ENEMA,4,5
1260,Flexi,FLEXI+ENEMA,23,6
1261,Flexi,FLEXI+ENEMA,7,7
1262,Flexi,FLEXI+ENEMA,6,8
1263,Flexi,FLEXI+ENEMA,13,9
1264,Flexi,FLEXI+ENEMA,12,10
1265,Flexi,FLEXI+ENEMA,10,11
1266,Flexi,FLEXI+ENEMA,10,12
1267,Flexi,FLEXI+ENEMA,11,13
1268,Flexi,FLEXI+ENEMA,4,14
1269,Flexi,FLEXI+ENEMA,4,15
1270,Flexi,FLEXI+ENEMA,5,16
1271,Flexi,FLEXI+ENEMA,6,17
1272,Flexi,FLEXI+ENEMA,10,18
1273,Flexi,FLEXI+ENEMA,7,19
1274,Flexi,FLEXI+ENEMA,7,20
1275,Flexi,FLEXI+ENEMA,3,21
1276,Flexi,FLEXI+ENEMA,3,22
1277,Flexi,FLEXI+ENEMA,6,23
1278,Flexi,FLEXI+ENEMA,6,24
1279,Flexi,FLEXI+ENEMA,6,25
1280,Flexi,FLEXI+ENEMA,7,27
1281,Flexi,FLEXI+ENEMA,6,28
1282,Flexi,FLEXI+ENEMA,4,29
1283,Flexi,FLEXI+ENEMA,7,30
1284,Flexi,FLEXI+ENEMA,3,31
1285,Flexi,FLEXI+ENEMA,7,32
1286,Flexi,FLEXI+ENEMA,6,33
1287,Flexi,FLEXI+ENEMA,7,34
1288,Flexi,FLEXI+ENEMA,3,35
1289,Flexi,FLEXI+ENEMA,9,36
1290,Flexi,FLEXI+ENEMA,5,37
1291,Flexi,FLEXI+ENEMA,4,39
1292,Flexi,FLEXI+ENEMA,2,40
1293,Flexi,FLEXI+ENEMA,8,41
1294,Flexi,FLEXI+ENEMA,4,42
1295,Flexi,FLEXI+ENEMA,8,43
1296,Flexi,FLEXI+ENEMA,8,44
1297,Flexi,FLEXI+ENEMA,6,45
1298,Flexi,FLEXI+ENEMA,4,46
1299,Flexi,FLEXI+ENEMA,5,47
1300,Flexi,FLEXI+ENEMA,1,48
1301,Flexi,FLEXI+ENEMA,6,49
1302,Flexi,FLEXI+ENEMA,3,50
1303,Flexi,FLEXI+ENEMA,2,51
1304,Flexi,FLEXI+ENEMA,5,52
1305,Flexi,FLEXI+ENEMA,5,53
1306,Flexi,FLEXI+ENEMA,5,55
1307,Flexi,FLEXI+ENEMA,6,56
1308,Flexi,FLEXI+ENEMA,3,57
1309,Flexi,FLEXI+ENEMA,7,58
1310,Flexi,FLEXI+ENEMA,3,59
1311,Flexi,FLEXI+ENEMA,6,61
1312,Flexi,FLEXI+ENEMA,1,63
1313,Flexi,FLEXI+ENEMA,6,66
1314,Flexi,FLEXI+ENEMA,6,76
1315,Flexi,FLEXI+ENEMA TBT,1,8
1316,Flexi,FLEXI+ENEMA TBT,5,17
1317,Flexi,FLEXI+ENEMA TBT,4,18
1318,Flexi,FLEXI+ENEMA+OGD,6,1
1319,Flexi,FLEXI+ENEMA+OGD,4,4
1320,Flexi,FLEXI+ENEMA+OGD,2,31
1321,Flexi,FLEXI+ENEMA+OGD,6,50
1322,Flexi,FLEXI+ENEMA+OGD+VARICES+BANDING,3,6
1323,Flexi,FLEXI+IBD,4,14
1324,Flexi,FLEXI+IBD,3,24
1325,Flexi,FLEXI+OGD,3,2
1326,Flexi,FLEXI+OGD,2,6
1327,Flexi,FLEXI+OGD,7,7
1328,Flexi,FLEXI+OGD,6,21
1329,Flexi,FLEXI+OGD,6,28
1330,Flexi,FLEXI+OGD,1,33
1331,Flexi,FLEXI+OGD,3,36
1332,Flexi,FLEXI+OGD,1,37
1333,Flexi,FLEXI+OGD,5,40
1334,Flexi,FLEXI+OGD,3,43
1335,Flexi,FLEXI+OGD,2,46
1336,Flexi,FLEXI+OGD,4,47
1337,Flexi,FLEXI+OGD,2,49
1338,Flexi,FLEXI+OGD,5,50
1339,Flexi,FLEXI+OGD,6,55
1340,Flexi,FLEXI+OGD,1,58
1341,Flexi,FLEXI+OGD,4,60
1342,Flexi,FLEXI+OGD,4,64
1343,Flexi,FLEXI+OGD,6,67
1344,Flexi,FLEXI+OGD,5,82
1345,Flexi,FLEXI+OGD TBT,2,53
1346,Flexi,FLEXI+OGD+BARRETTS,1,16
1347,Flexi,FLEXI+OGD+EMR,6,9
1348,Flexi,FLEXI+POYLP,6,1
1349,Flexi,FLEXI+SSD,1,3
1350,Flexi,FLEXI+SSD,8,4
1351,Flexi,FLEXI+SSD,3,5
1352,Flexi,FLEXI+SSD,5,6
1353,Flexi,FLEXI+SSD,5,7
1354,Flexi,FLEXI+SSD,6,9
1355,Flexi,FLEXI+SSD,4,10
1356,Flexi,FLEXI+SSD,1,11
1357,Flexi,FLEXI+SSD,6,12
1358,Flexi,FLEXI+SSD,2,13
1359,Flexi,FLEXI+SSD,3,18
1360,Flexi,FLEXI+SSD,5,19
